Nome da Microzona,Carreira,Sentido,Interface,Codigo de Paragem (SIP),Paragens  - Nome,Localização,Destino
Sta. Apolónia,735,D,-,02128,Estação Sta. Apolónia (Mercadorias),Av. Infante D. Henrique,Cais Sodré
Sta. Apolónia,735,D,Metro; Comboio,02114,Estação Sta. Apolónia,Av. Infante D. Henrique,Cais Sodré
Alfândega,735,D,-,08204,Casa Conto,Av. Infante D. Henrique,Cais Sodré
Alfândega,735,D,-,08202,Alfândega,Av. Infante D. Henrique,Cais Sodré
T. Paço,735,D,Metro; Barco,04502,Sul e Sueste,R. Arameiros,Cais Sodré
T. Paço,735,D,Barco,05504,Pç. Comércio,R. Arsenal,Cais Sodré
Cais do Sodré,735,D,-,03820,Corpo Santo,R. Arsenal,Cais Sodré
Cais do Sodré,735,D,Metro; Comboio; Barco,03801,Cais Sodré,Cais Sodré,Cais Sodré
Cais do Sodré,736,A,Metro; Comboio; Barco,03812,Cais Sodré,Cais Sodré,Odivelas
Cais do Sodré,736,A,-,03824,Corpo Santo,R. Arsenal,Odivelas
R. Conceição,736,A,Barco,05519,Pç. Comércio,R. Prata,Odivelas
Rossio,736,A,Metro; Comboio,00901,Rossio,Pç. D. Pedro IV,Odivelas
Restauradores,736,A,Metro; Comboio,01010,Restauradores,Pç. Restauradores,Odivelas
Avenida,736,A,Metro,01103,Av. Liberdade,Av. Liberdade,Odivelas
Marquês Pombal,736,A,Metro; Autocarro,01205,Mq. Pombal - Av. Fontes P. Melo,Av. Fontes Pereira Melo,Odivelas
Av. António A. Aguiar,736,A,-,01701,Av. Fontes P. Melo,Av. Fontes Pereira Melo,Odivelas
Picoas,736,A,Metro,01703,Picoas,Av. Fontes Pereira Melo,Odivelas
Saldanha,736,A,Metro,01807,Saldanha,Pç. Duque Saldanha,Odivelas
Saldanha,736,A,-,01809,Av. República,Av. República,Odivelas
Campo Pequeno,736,A,Metro; Comboio,01901,Campo Pequeno - Av. República,Av. República,Odivelas
Entrecampos,736,A,Metro; Comboio,02021,Estação Entrecampos,Av. República,Odivelas
Entrecampos,736,A,metro,02011,Entrecampos,Av. República,Odivelas
Entrecampos,736,A,metro,02015,Entrecampos Norte,Campo Grande - Nascente,Odivelas
Entrecampos,736,A,-,02017,Campo Grande,Campo Grande - Nascente,Odivelas
C. Grande - Av. Brasil,736,A,-,05705,Campo Grande - Av. Brasil,Campo Grande - Nascente,Odivelas
C. Grande Norte,736,A,-,05805,Campo Grande Norte,Campo Grande - Nascente,Odivelas
C. Grande Norte,736,A,Metro; Autocarro,05825,Campo Grande (Metro),R. Cipriano Dourado,Odivelas
C. Grande Norte,736,A,-,05811,Hosp. Pulido Valente,Al. Linhas de Torres,Odivelas
C. Grande Norte,736,A,-,05901,Av. Rainha D. Leonor,Al. Linhas de Torres,Odivelas
Lumiar,736,A,-,05903,Qta. Conchas,Al. Linhas de Torres,Odivelas
Lumiar,736,A,Metro; Autocarro,05907,Lumiar,Al. Linhas de Torres,Odivelas
Lumiar,736,A,-,05909,R. Alexandre Ferreira,R. Alexandre Ferreira,Odivelas
Calçada de Carriche,736,A,-,05911,Ameixoeira - Estr. Desvio,Estrada Desvio,Odivelas
Calçada de Carriche,736,A,-,07203,Estr. Desvio / R. Prof. J. Pinto Correia,Estrada Desvio,Odivelas
Calçada de Carriche,736,A,-,07205,Qta. Lavadeiras,Estrada Desvio,Odivelas
Calçada de Carriche,736,A,Autocarro,07207,Cç. Carriche / Estr. Desvio,Estrada Desvio,Odivelas
Sr. Roubado,736,A,Autocarro,07218,Olival Basto,R. Angola,Odivelas
Sr. Roubado,736,A,-,07211,Sr. Roubado,acesso à Rotunda Sr.Roubado,Odivelas
Sr. Roubado,736,A,Metro,07220,Sr. Roubado (Metro),Interface Sr. Roubado,Odivelas
Odivelas,736,A,Autocarro,15104,Av. D. Dinis,Av. D. Dinis,Odivelas
Odivelas,736,A,-,15102,Av. D. Dinis (Bombeiros Odivelas),Av. D. Dinis,Odivelas
Odivelas,736,A,-,15101,Odivelas (B.º Dr. Lima Pimentel),Av. D. Dinis,Odivelas
Odivelas,736,D,-,15101,Odivelas (B.º Dr. Lima Pimentel),Av. D. Dinis,Cais Sodré
Odivelas,736,D,-,15103,Av. D. Dinis (Bombeiros Odivelas),Av. D. Dinis,Cais Sodré
Odivelas,736,D,Autocarro,15107,Av. D. Dinis,Av. D. Dinis,Cais Sodré
Sr. Roubado,736,D,Metro,07220,Sr. Roubado (Metro),Interface Sr. Roubado,Cais Sodré
Sr. Roubado,736,D,-,07204,Sr. Roubado,R. Pedro Alvares Cabral,Cais Sodré
Calçada de Carriche,736,D,Autocarro,07202,Cç. Carriche / Estr. Desvio,Cç. Carriche,Cais Sodré
Calçada de Carriche,736,D,-,05910,Cç. Carriche / Estr. Militar,Cç. Carriche,Cais Sodré
Lumiar,736,D,-,05908,R. Lumiar,R. Lumiar,Cais Sodré
Lumiar,736,D,Metro; Autocarro,05906,Lumiar,Al. Linhas de Torres,Cais Sodré
Lumiar,736,D,-,05904,Qta. Conchas,Al. Linhas de Torres,Cais Sodré
C. Grande Norte,736,D,-,05902,Av. Rainha D. Leonor,Al. Linhas de Torres,Cais Sodré
C. Grande Norte,736,D,-,05814,Hosp. Pulido Valente,Al. Linhas de Torres,Cais Sodré
C. Grande Norte,736,D,Metro; Autocarro,05808,Campo Grande (Metro),R. Cipriano Dourado,Cais Sodré
C. Grande Norte,736,D,-,05806,Campo Grande Norte,Campo Grande - Poente,Cais Sodré
C. Grande - Av. Brasil,736,D,-,05704,Campo Grande - Av. Brasil,Campo Grande - Poente,Cais Sodré
Entrecampos,736,D,-,02008,Campo Grande,Campo Grande - Poente,Cais Sodré
Entrecampos,736,D,Metro,02006,Entrecampos Norte,Campo Grande - Poente,Cais Sodré
Entrecampos,736,D,Metro,02002,Entrecampos,Av. República,Cais Sodré
Entrecampos,736,D,Metro; Comboio,02019,Estação Entrecampos,Av. República,Cais Sodré
Campo Pequeno,736,D,Metro; Comboio,01902,Campo Pequeno - Av. República,Av. República,Cais Sodré
Saldanha,736,D,-,01814,Av. República,Av. República,Cais Sodré
Saldanha,736,D,Metro,01812,Saldanha,Pç. Duque Saldanha,Cais Sodré
Picoas,736,D,Metro,01714,Picoas,Av. Fontes Pereira Melo,Cais Sodré
Av. António A. Aguiar,736,D,-,01702,Av. Fontes P. Melo,Av. Fontes Pereira Melo,Cais Sodré
Marquês Pombal,736,D,Metro; Autocarro,01206,Mq. Pombal - Av. Fontes P. Melo,Av. Fontes Pereira Melo,Cais Sodré
Avenida,736,D,Metro,01102,Av. Liberdade,Av. Liberdade,Cais Sodré
Restauradores,736,D,Metro; Comboio,01006,Restauradores,Pç. Restauradores,Cais Sodré
Rossio,736,D,Metro,00908,Rossio,Pç. D. Pedro IV,Cais Sodré
R. Conceição,736,D,Metro,05510,R. Ouro,R. Ouro,Cais Sodré
T. Paço,736,D,Barco,05508,Pç. Comércio,R. Ouro,Cais Sodré
Cais do Sodré,736,D,-,03820,Corpo Santo,R. Arsenal,Cais Sodré
Cais do Sodré,736,D,Metro; Comboio; Barco,03812,Cais Sodré,Cais Sodré,Cais Sodré
Rossio,737,A,Metro,00912,Pç. Figueira,Pç. Figueira,Castelo
R. Conceição,737,A,-,05601,Igreja Sta. Maria Madalena,R. Conceição,Castelo
Castelo,737,A,-,13801,Sé,Lg. Sé,Castelo
Castelo,737,A,-,13803,Limoeiro,R. Limoeiro,Castelo
Castelo,737,A,-,13807,Lg. Contador Mor,Lg. Contador Mor,Castelo
Castelo,737,A,-,13810,Castelo,R. Chão da Feira,Castelo
Castelo,737,D,-,13810,Castelo,R. Chão da Feira,Pç. Figueira
Castelo,737,D,-,13808,Costa Castelo,R. Bartolomeu Gusmão,Pç. Figueira
Castelo,737,D,-,13816,Miradouro Sta. Luzia,R. Limoeiro,Pç. Figueira
Castelo,737,D,-,13804,Limoeiro,R. Limoeiro,Pç. Figueira
Castelo,737,D,-,13802,Sé,Lg. Sto. António,Pç. Figueira
R. Conceição,737,D,-,05602,R. Conceição / R. Fanqueiros,R. Conceição,Pç. Figueira
Rossio,737,D,Metro,00912,Pç. Figueira,Pç. Figueira,Pç. Figueira
Qta. Barros,738,A,-,50020,Qta. Barros,R. Tomás Fonseca,Alto Sto. Amaro
Qta. Barros,738,A,-,50017,Qta. Barros,R. Tomás Fonseca,Alto Sto. Amaro
Qta. Barros,738,A,-,13622,R. António Albino Machado,R. Frei J. Rosa Viterbo,Alto Sto. Amaro
Qta. Barros,738,A,-,13620,R. S. Tomás Aquino,R. António Albino Machado,Alto Sto. Amaro
Cidade Universitária,738,A,-,13509,Hosp. Sta. Maria,Av. Prof. Egas Moniz,Alto Sto. Amaro
Cidade Universitária,738,A,Metro,13510,Cantina Universidade,Av. Prof. Gama Pinto,Alto Sto. Amaro
Cidade Universitária,738,A,-,05702,Cidade Universitária,Al. Universidade,Alto Sto. Amaro
C. Grande - Av. Brasil,738,A,-,05704,Campo Grande - Av. Brasil,Campo Grande - Poente,Alto Sto. Amaro
Entrecampos,738,A,-,02008,Campo Grande,Campo Grande - Poente,Alto Sto. Amaro
Entrecampos,738,A,Metro,02006,Entrecampos Norte,Campo Grande - Poente,Alto Sto. Amaro
Entrecampos,738,A,Metro,02004,Entrecampos,Av. República,Alto Sto. Amaro
Entrecampos,738,A,Metro; Comboio,02020,Estação Entrecampos,Av. República,Alto Sto. Amaro
Campo Pequeno,738,A,Metro,01906,Campo Pequeno - Av. República,Av. República,Alto Sto. Amaro
Saldanha,738,A,-,01810,Av. República,Av. República,Alto Sto. Amaro
Saldanha,738,A,Metro,01802,Saldanha,Pç. Duque Saldanha,Alto Sto. Amaro
Picoas,738,A,Metro,01704,Picoas,Av. Fontes Pereira Melo,Alto Sto. Amaro
Av. António A. Aguiar,738,A,-,01702,Av. Fontes P. Melo,Av. Fontes Pereira Melo,Alto Sto. Amaro
Marquês Pombal,738,A,Metro; Autocarro,01206,Mq. Pombal - Av. Fontes P. Melo,Av. Fontes Pereira Melo,Alto Sto. Amaro
Marquês Pombal,738,A,Metro,01208,Mq. Pombal - R. Braamcamp,R. Braamcamp,Alto Sto. Amaro
Rato,738,A,-,06806,R. Braamcamp,R. Braamcamp,Alto Sto. Amaro
Rato,738,A,Metro,06804,Rato,Lg. Rato,Alto Sto. Amaro
Rato,738,A,-,06802,Av. Pedro Álvares Cabral,Av. Pedro Álvares Cabral,Alto Sto. Amaro
Estrela,738,A,-,08104,Jardim Estrela,R. S. Jorge,Alto Sto. Amaro
Estrela,738,A,-,08102,Estrela,Av. Infante Santo,Alto Sto. Amaro
Infante Santo,738,A,-,10104,Av. Inf. Santo / R. Santana à Lapa,Av. Infante Santo,Alto Sto. Amaro
Infante Santo,738,A,-,10102,Av. Inf. Santo (Gasómetro),Av. Infante Santo,Alto Sto. Amaro
Pç. Armada,738,A,-,10206,Cova Moura,Av. Infante Santo,Alto Sto. Amaro
Pç. Armada,738,A,-,10204,Av. Infante Santo,Av. Infante Santo,Alto Sto. Amaro
Alcântara Mar,738,A,Comboio,04004,Alcântara - Av. 24 Julho,Av. 24 Julho,Alto Sto. Amaro
Calvário,738,A,-,12104,Calvário,R. José Dias Coelho,Alto Sto. Amaro
Calvário,738,A,-,12114,R. Lusíadas,R. Lusíadas,Alto Sto. Amaro
Alto Sto. Amaro,738,A,-,12004,R. Luis Camões,R. Luis Camões,Alto Sto. Amaro
Alto Sto. Amaro,738,A,-,12002,Jardim Alto Sto. Amaro,R. Jau,Alto Sto. Amaro
Alto Sto. Amaro,738,A,-,12001,Alto Sto. Amaro,R. Jau,Alto Sto. Amaro
Alto Sto. Amaro,738,D,-,12001,Alto Sto. Amaro,R. Jau,Qta. Barros
Alto Sto. Amaro,738,D,-,12003,Jardim Alto Sto. Amaro,R. Jau,Qta. Barros
Alto Sto. Amaro,738,D,-,12005,R. Luis Camões,R. Luis Camões,Qta. Barros
Calvário,738,D,-,12113,R. Lusíadas,R. Lusíadas,Qta. Barros
Calvário,738,D,-,12101,Calvário,Lg. Fontainhas,Qta. Barros
Alcântara Mar,738,D,Comboio,04001,Alcântara - Av. 24 Julho,Av. 24 Julho,Qta. Barros
Pç. Armada,738,D,-,10203,Av. Infante Santo,Av. Infante Santo,Qta. Barros
Pç. Armada,738,D,-,10205,Cova Moura,Av. Infante Santo,Qta. Barros
Infante Santo,738,D,-,10101,Av. Inf. Santo (Gasómetro),Av. Infante Santo,Qta. Barros
Infante Santo,738,D,-,10103,Av. Inf. Santo / R. Santana à Lapa,Av. Infante Santo,Qta. Barros
Estrela,738,D,-,08101,Estrela,Av. Infante Santo,Qta. Barros
Estrela,738,D,-,08103,Jardim Estrela,R. S. Jorge,Qta. Barros
Rato,738,D,-,06801,Av. Pedro Álvares Cabral,Av. Pedro Álvares Cabral,Qta. Barros
Rato,738,D,Metro,06805,Rato,Lg. Rato,Qta. Barros
